2023-02-26_00,0,4
2023-02-26_01,0,4
2023-02-26_02,0,4
2023-02-26_03,0,3
2023-02-26_05,0,3
2023-02-26_04,0,3
2023-02-26_06,0,2
2023-02-26_07,0,2
2023-02-26_08,0,2
2023-02-26_09,0,2
2023-02-26_10,0,2
2023-02-26_11,0,1
2023-02-26_12,0,1
2023-02-26_13,0,1
2023-02-26_14,0,0
2023-02-26_15,0,0
2023-02-26_16,0,0
2023-02-26_17,0,0
2023-02-26_19,0,6
2023-02-26_18,0,6
2023-02-26_20,0,6
2023-02-26_21,0,7
2023-02-26_22,0,7
2023-02-26_23,0,7
